Menu,Menu Group,Item Name,Modifier,Avg Price,Quantity,Gross Sales,Discount Amount,Net Sales
Online Menu (3PD),Combinations,No. 11,Beans,,1,1.75,0,1.75,
Online Menu (3PD),Combinations,No. 11,Salsa,,1,0,0,0,
Online Menu (3PD),Combinations,No. 11,Shredded Chicken,,4,0,0,0,
Online Menu (3PD),Combinations,No. 11,Carnitas,,1,1,0,1,
Online Menu (3PD),Combinations,No. 11,Supreme,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 11,Grilled Chicken,,1,1,0,1,
Online Menu (3PD),Combinations,No. 11,Taco,,23,15,0,15,
Online Menu (3PD),Combinations,No. 11,Queso On Top,,1,1.99,0,1.99,
Online Menu (3PD),Combinations,No. 11,Shredded Chicken,,4,0,0,0,
Online Menu (3PD),Combinations,No. 11,Grilled Steak,,2,4,0,4,
Online Menu (3PD),Combinations,No. 11,Shredded Cheese,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 11,Street,,3,0,0,0,
Online Menu (3PD),Combinations,No. 11,Guacamole,,1,2,0,2,
Online Menu (3PD),Combinations,No. 11,Crunchy,,7,0,0,0,
Online Menu (3PD),Combinations,No. 11,Ground Beef,,11,0,0,0,
Online Menu (3PD),Combinations,No. 25,,14.44,8,115.5,0,115.5,
Online Menu (3PD),Combinations,No. 25,Sour Cream,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 25,Item #2,,8,2.25,0,2.25,
Online Menu (3PD),Combinations,No. 25,Beans,,1,1.75,0,1.75,
Online Menu (3PD),Combinations,No. 25,Salsa,,1,0,0,0,
Online Menu (3PD),Combinations,No. 25,Grilled Chicken,,1,0,0,0,
Online Menu (3PD),Combinations,No. 25,Cheese,,2,0,0,0,
Online Menu (3PD),Combinations,No. 25,Ground Beef,,5,0,0,0,
Online Menu (3PD),Combinations,No. 25,Queso On Top,,2,3.98,0,3.98,
Online Menu (3PD),Combinations,No. 25,Item #1,,8,5.98,0,5.98,
Online Menu (3PD),Combinations,No. 25,Shredded Chicken,,2,0,0,0,
Online Menu (3PD),Combinations,No. 25,Shrimp,,1,2,0,2,
Online Menu (3PD),Combinations,No. 25,Verde  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,No. 33,,14.57,19,276.85,0,276.85,
Online Menu (3PD),Combinations,No. 33,Queso On Top,,1,1.99,0,1.99,
Online Menu (3PD),Combinations,No. 33,Ground Beef,,9,0,0,0,
Online Menu (3PD),Combinations,No. 33,Shredded Chicken,,5,0,0,0,
Online Menu (3PD),Combinations,No. 33,Rice,,1,1.75,0,1.75,
Online Menu (3PD),Combinations,No. 33,Item #1,,18,3.25,0,3.25,
Online Menu (3PD),Combinations,No. 33,Lettuce,,1,1,0,1,
Online Menu (3PD),Combinations,No. 33,Cheese,,1,0,0,0,
Online Menu (3PD),Combinations,No. 33,Supreme,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 33,Ground Beef,,12,0,0,0,
Online Menu (3PD),Combinations,No. 33,Street,,1,0,0,0,
Online Menu (3PD),Combinations,No. 33,Shredded Cheese,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 33,Shrimp,,3,6,0,6,
Online Menu (3PD),Combinations,No. 33,Extra Mushrooms,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 33,Chorizo,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 33,Crunchy,,4,0,0,0,
Online Menu (3PD),Combinations,No. 33,Grilled Chicken,,1,0,0,0,
Online Menu (3PD),Combinations,No. 33,Grilled Steak,,1,1.75,0,1.75,
Online Menu (3PD),Combinations,No. 33,Grilled Steak,,1,2,0,2,
Online Menu (3PD),Combinations,No. 33,Beans,,1,1.75,0,1.75,
Online Menu (3PD),Combinations,No. 33,Shredded Chicken,,5,0,0,0,
Online Menu (3PD),Combinations,No. 33,Grilled Chicken,,2,2,0,2,
Online Menu (3PD),Combinations,No. 33,Taco #2,,14,13,0,13,
Online Menu (3PD),Combinations,No. 33,Street,,1,0,0,0,
Online Menu (3PD),Combinations,No. 33,Soft Flour,,8,0,0,0,
Online Menu (3PD),Combinations,No. 33,Taco,,21,8,0,8,
Online Menu (3PD),Combinations,No. 33,Grilled Steak,,1,2,0,2,
Online Menu (3PD),Combinations,No. 33,Ground Beef,,5,0,0,0,
Online Menu (3PD),Combinations,No. 33,Shredded Chicken,,3,0,0,0,
Online Menu (3PD),Combinations,No. 33,Soft Flour,,13,0,0,0,
Online Menu (3PD),Combinations,No. 33,Crunchy,,7,0,0,0,
Online Menu (3PD),Combinations,No. 1,,13.62,38,517.72,0,517.72,
Online Menu (3PD),Combinations,No. 1,Shredded Chicken,,3,0,0,0,
Online Menu (3PD),Combinations,No. 1,Carnitas,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 1,Black Beans,,4,0,0,0,
Online Menu (3PD),Combinations,No. 1,Enchilada Salsa  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,No. 1,Grilled Chicken,,2,0,0,0,
Online Menu (3PD),Combinations,No. 1,Grilled Steak,,1,2,0,2,
Online Menu (3PD),Combinations,No. 1,Shredded Chicken,,8,0,0,0,
Online Menu (3PD),Combinations,No. 1,Grilled Steak,,2,3.5,0,3.5,
Online Menu (3PD),Combinations,No. 1,Supreme,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 1,Traditional Rice,,46,0,0,0,
Online Menu (3PD),Combinations,No. 1,Taco,,36,5.5,0,5.5,
Online Menu (3PD),Combinations,No. 1,Shrimp,,1,2,0,2,
Online Menu (3PD),Combinations,No. 1,Item #2,,34,4.5,0,4.5,
Online Menu (3PD),Combinations,No. 1,Cheese,,3,0,0,0,
Online Menu (3PD),Combinations,No. 1,Street,,1,0,0,0,
Online Menu (3PD),Combinations,No. 1,Beef Tips,,2,0,0,0,
Online Menu (3PD),Combinations,No. 1,Item #1,,35,6.5,0,6.5,
Online Menu (3PD),Combinations,No. 1,Soft Flour,,8,0,0,0,
Online Menu (3PD),Combinations,No. 1,Beans,,2,0,0,0,
Online Menu (3PD),Combinations,No. 1,Mango Salsa  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,No. 1,Refried Beans,,13,0,0,0,
Online Menu (3PD),Combinations,No. 1,Sour Cream,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 1,Ground Beef,,28,0,0,0,
Online Menu (3PD),Combinations,No. 1,Crunchy,,25,0,0,0,
Online Menu (3PD),Combinations,No. 1,Ground Beef,,11,0,0,0,
Online Menu (3PD),Combinations,No. 1,Salsa,,2,1.5,0,1.5,
Online Menu (3PD),Combinations,Pick 3 Combo,,16.77,25,419.22,0,419.22,
Online Menu (3PD),Combinations,Pick 3 Combo,Flour,,2,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Ground Beef,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Ground Beef,,1,1,0,1,
Online Menu (3PD),Combinations,Pick 3 Combo,Steak,,1,1.75,0,1.75,
Online Menu (3PD),Combinations,Pick 3 Combo,Carnitas,,1,1,0,1,
Online Menu (3PD),Combinations,Pick 3 Combo,Toasguac,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Crunchy,,3,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Burritos,,13,4.5,0,4.5,
Online Menu (3PD),Combinations,Pick 3 Combo,Refried Beans,,18,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Ground Beef,,5,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Jalapenos,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,Pick 3 Combo,Grilled Chicken,,1,1,0,1,
Online Menu (3PD),Combinations,Pick 3 Combo,Poblano,,8,1,0,1,
Online Menu (3PD),Combinations,Pick 3 Combo,Salsa,,4,1.5,0,1.5,
Online Menu (3PD),Combinations,Pick 3 Combo,Sauteed Veggies,,1,2.5,0,2.5,
Online Menu (3PD),Combinations,Pick 3 Combo,Enchilada Salsa  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,Pick 3 Combo,Cheese,,7,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Tacos,,6,3,0,3,
Online Menu (3PD),Combinations,Pick 3 Combo,Enchilada,,37,2.75,0,2.75,
Online Menu (3PD),Combinations,Pick 3 Combo,Shrimp,,1,2,0,2,
Online Menu (3PD),Combinations,Pick 3 Combo,Black Beans,,2,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Beef Tips,,18,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Beans,,2,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Tamales,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Shredded Chicken,,3,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Veggie,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Street,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Quesadilla,,9,6.75,0,6.75,
Online Menu (3PD),Combinations,Pick 3 Combo,Fries,,3,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Chorizo,,1,1,0,1,
Online Menu (3PD),Combinations,Pick 3 Combo,Tomatillo  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,Pick 3 Combo,Queso On Top,,3,5.97,0,5.97,
Online Menu (3PD),Combinations,Pick 3 Combo,Shredded Chicken,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Beans,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 3 Combo,Traditional Rice,,26,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,,13.85,60,831.12,0,831.12,
Online Menu (3PD),Combinations,Pick 2 Combo,Shredded Chicken,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Shredded Cheese,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,Pick 2 Combo,Burrito Salsa  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,Pick 2 Combo,Queso On Top,,3,5.97,0,5.97,
Online Menu (3PD),Combinations,Pick 2 Combo,Grilled Steak,,2,4,0,4,
Online Menu (3PD),Combinations,Pick 2 Combo,Tacos,,36,6,0,6,
Online Menu (3PD),Combinations,Pick 2 Combo,Traditional Rice,,53,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Beef Tips,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Carnitas,,1,1,0,1,
Online Menu (3PD),Combinations,Pick 2 Combo,Beans,,7,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Black Beans,,5,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Enchilada,,31,3,0,3,
Online Menu (3PD),Combinations,Pick 2 Combo,Crunchy,,16,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Cheese,,15,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Fries,,4,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Supreme,,2,3,0,3,
Online Menu (3PD),Combinations,Pick 2 Combo,Tamales,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Ground Beef,,7,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Mango Salsa  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,Pick 2 Combo,Shredded Chicken,,3,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Refried Beans,,43,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Guacamole,,3,6,0,6,
Online Menu (3PD),Combinations,Pick 2 Combo,Grilled Chicken,,3,3,0,3,
Online Menu (3PD),Combinations,Pick 2 Combo,Grilled Chicken,,1,1,0,1,
Online Menu (3PD),Combinations,Pick 2 Combo,Sour Cream,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,Pick 2 Combo,Tostada,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Salsa,,5,3.75,0,3.75,
Online Menu (3PD),Combinations,Pick 2 Combo,Poblano,,4,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Burritos,,21,1,0,1,
Online Menu (3PD),Combinations,Pick 2 Combo,Chicken,,1,3.5,0,3.5,
Online Menu (3PD),Combinations,Pick 2 Combo,Ground Beef,,24,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Chipotle 4oz,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,Pick 2 Combo,Cilantro,,1,1,0,1,
Online Menu (3PD),Combinations,Pick 2 Combo,Shredded Chicken,,8,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Sauteed Veggies,,1,2.5,0,2.5,
Online Menu (3PD),Combinations,Pick 2 Combo,Flour,,19,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Quesadilla,,17,1,0,1,
Online Menu (3PD),Combinations,Pick 2 Combo,Street,,1,0,0,0,
Online Menu (3PD),Combinations,Pick 2 Combo,Chipotle  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,No. 5,,13.19,6,79.14,0,79.14,
Online Menu (3PD),Combinations,No. 5,Beef Tips,,3,0,0,0,
Online Menu (3PD),Combinations,No. 5,Item #2,,6,0,0,0,
Online Menu (3PD),Combinations,No. 5,Item #1,,6,0,0,0,
Online Menu (3PD),Combinations,No. 5,Cheese,,3,0,0,0,
Online Menu (3PD),Combinations,No. 5,Shredded Chicken,,3,0,0,0,
Online Menu (3PD),Combinations,No. 5,Grilled Chicken,,2,0,0,0,
Online Menu (3PD),Combinations,No. 18,,14.19,9,127.7,0,127.7,
Online Menu (3PD),Combinations,No. 18,Supreme,,2,3,0,3,
Online Menu (3PD),Combinations,No. 18,Salsa,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,No. 18,Burrito Salsa  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Combinations,No. 18,Crunchy,,2,0,0,0,
Online Menu (3PD),Combinations,No. 18,Taco,,8,3.25,0,3.25,
Online Menu (3PD),Combinations,No. 18,Shredded Cheese,,1,1.5,0,1.5,
Online Menu (3PD),Combinations,No. 18,Shredded Chicken,,2,0,0,0,
Online Menu (3PD),Combinations,No. 18,Soft Flour,,4,0,0,0,
Online Menu (3PD),Combinations,No. 18,Shredded Chicken,,2,0,0,0,
Online Menu (3PD),Combinations,No. 18,Cheese,,1,0,0,0,
Online Menu (3PD),Combinations,No. 18,Carnitas,,1,1,0,1,
Online Menu (3PD),Combinations,No. 18,Queso On Top,,1,1.99,0,1.99,
Online Menu (3PD),Combinations,No. 18,Ground Beef,,5,0,0,0,
Online Menu (3PD),Combinations,No. 18,Ground Beef,,4,0,0,0,
Online Menu (3PD),Combinations,No. 18,Item #2,,9,3,0,3,
Online Menu (3PD),Combinations,No. 18,Beans,,2,0,0,0,
Online Menu (3PD),Combinations,No. 18,Street,,1,0,0,0,
Online Menu (3PD),Combinations,No. 8,,14.36,3,43.07,0,43.07,
Online Menu (3PD),Combinations,No. 8,Ground Beef,,2,0,0,0,
Online Menu (3PD),Combinations,No. 8,Grilled Steak,,1,1.75,0,1.75,
Online Menu (3PD),Combinations,No. 8,Item #1,,3,3.5,0,3.5,
Online Menu (3PD),Combinations,No. 8,Rice,,1,1.75,0,1.75,
Online Menu (3PD),Wraps,,,14.76,25,369.06,0,369.06,
Online Menu (3PD),Wraps,Carnitas Wrap,,13.44,3,40.32,0,40.32,
Online Menu (3PD),Wraps,Carnitas Wrap,Traditional Rice,,2,0,0,0,
Online Menu (3PD),Wraps,Carnitas Wrap,Salsa,,1,0.75,0,0.75,
Online Menu (3PD),Wraps,Carnitas Wrap,Black Beans,,2,0,0,0,
Online Menu (3PD),Wraps,Carnitas Wrap,Habanero  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Wraps,Catalina Wrap,,13.19,4,52.76,0,52.76,
Online Menu (3PD),Wraps,Catalina Wrap,Refried Beans,,3,0,0,0,
Online Menu (3PD),Wraps,Catalina Wrap,Black Beans,,1,0,0,0,
Online Menu (3PD),Wraps,Catalina Wrap,Traditional Rice,,2,0,0,0,
Online Menu (3PD),Wraps,Cheese Steak Wrap,,15.33,18,275.98,0,275.98,
Online Menu (3PD),Wraps,Cheese Steak Wrap,Jalapenos,,2,3,0,3,
Online Menu (3PD),Wraps,Cheese Steak Wrap,Shredded Cheese,,1,1.5,0,1.5,
Online Menu (3PD),Wraps,Cheese Steak Wrap,Black Beans,,2,0,0,0,
Online Menu (3PD),Wraps,Cheese Steak Wrap,Fries,,10,0,0,0,
Online Menu (3PD),Wraps,Cheese Steak Wrap,Refried Beans,,6,0,0,0,
Online Menu (3PD),Wraps,Cheese Steak Wrap,Traditional Rice,,7,0,0,0,
Online Menu (3PD),Wraps,Cheese Steak Wrap,Queso On Top,,4,7.96,0,7.96,
Online Menu (3PD),Wraps,Cheese Steak Wrap,Supreme,,3,4.5,0,4.5,
Online Menu (3PD),Soups,,,9.33,153,1427.73,0,1427.73,
Online Menu (3PD),Soups,Chicken Soup,,9.24,64,591.66,0,591.66,
Online Menu (3PD),Soups,Chicken Soup,Avocado,,3,4.5,0,4.5,
Online Menu (3PD),Soups,Chicken Soup,Bowl,,40,120,0,120,
Online Menu (3PD),Soups,Chicken Soup,Extra Mushrooms,,3,4.5,0,4.5,
Online Menu (3PD),Soups,Chicken Soup,Add Huevos (1),,1,1.5,0,1.5,
Online Menu (3PD),Soups,Chicken Soup,Cup,,24,0,0,0,
Online Menu (3PD),Soups,Chicken Soup,Cilantro,,1,1,0,1,
Online Menu (3PD),Soups,Chicken Tortilla Soup,,9.61,86,826.07,0,826.07,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Avocado,,4,6,0,6,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Cup,,29,0,0,0,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Bowl,,57,171,0,171,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Tortilla,,1,2,0,2,
Online Menu (3PD),Soups,Chicken Tortilla Soup,No Cilantro,,1,0,0,0,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Guacamole,,1,2,0,2,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Rice,,1,1.75,0,1.75,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Pico,,1,1.5,0,1.5,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Chicken,,2,7,0,7,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Jalapenos,,2,3,0,3,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Supreme,,1,1.5,0,1.5,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Queso On Top,,2,3.98,0,3.98,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Shredded Cheese,,4,6,0,6,
Online Menu (3PD),Soups,Chicken Tortilla Soup,Cilantro,,2,2,0,2,
Online Menu (3PD),Soups,Mexican Chili (Seasonal),,3.33,3,10,0,10,
Online Menu (3PD),Soups,Mexican Chili (Seasonal),Tortilla,,2,4,0,4,
Online Menu (3PD),Soups,Mexican Chili (Seasonal),Cup,,1,0,0,0,
Online Menu (3PD),Soups,Mexican Chili (Seasonal),Bowl,,2,6,0,6,
Online Menu (3PD),Vegetarian,,,15.77,20,315.49,0,315.49,
Online Menu (3PD),Vegetarian,Chile Poblanos,,15.7,4,62.81,0,62.81,
Online Menu (3PD),Vegetarian,Chile Poblanos,Just Cheese,,2,0,0,0,
Online Menu (3PD),Vegetarian,Chile Poblanos,Salsa,,1,0,0,0,
Online Menu (3PD),Vegetarian,Chile Poblanos,Beans,,1,1.75,0,1.75,
Online Menu (3PD),Vegetarian,Chile Poblanos,Spinach & Mushrooms,,2,0,0,0,
Online Menu (3PD),Vegetarian,Chile Poblanos,Corn Tortillas,,2,0,0,0,
Online Menu (3PD),Vegetarian,Chile Poblanos,Carnitas,,1,3.5,0,3.5,
Online Menu (3PD),Vegetarian,Chile Poblanos,Flour Tortillas,,2,0,0,0,
Online Menu (3PD),Vegetarian,Vegetarian Fajitas,,18.89,5,94.45,0,94.45,
Online Menu (3PD),Vegetarian,Vegetarian Fajitas,Corn Tortillas,,2,0,0,0,
Online Menu (3PD),Vegetarian,Vegetarian Fajitas,Rice,,3,5.25,0,5.25,
Online Menu (3PD),Vegetarian,Vegetarian Fajitas,Beans,,3,5.25,0,5.25,
Online Menu (3PD),Vegetarian,Vegetarian Fajitas,Flour Tortillas,,2,0,0,0,
Online Menu (3PD),Vegetarian,Vegetarian Fajitas,Salsa,,1,0,0,0,
Online Menu (3PD),Vegetarian,Order Veggies,,10.96,2,21.93,0,21.93,
Online Menu (3PD),Vegetarian,Order Veggies,Salsa,,1,0.75,0,0.75,
Online Menu (3PD),Vegetarian,Order Veggies,Tomatillo  2oz,,1,0.75,0,0.75,
Online Menu (3PD),Vegetarian,Order Veggies,Tortilla,,1,2,0,2,
Online Menu (3PD),Vegetarian,Grande Veggie Quesadilla,,14.39,5,71.95,0,71.95,
Online Menu (3PD),Vegetarian,Grande Veggie Quesadilla,No Lettuce,,1,0,0,0,
Online Menu (3PD),Vegetarian,Grande Veggie Quesadilla,No Tomatoes,,1,0,0,0,
Online Menu (3PD),Vegetarian,Vegetable Nachos,,16.09,4,64.35,0,64.35,
Online Menu (3PD),Vegetarian,Vegetable Nachos,Queso On Top,,1,1.99,0,1.99,
Online Menu,,,,11.23,326,3661.1699999999996,0,3661.1699999999996,
Online Menu,Steak / Carne,,,18.64,9,167.76999999999998,0,167.76999999999998,
Online Menu,Steak / Carne,Carne Asada,,22.19,2,44.38,0,44.38,
Online Menu,Steak / Carne,Carne Asada,Onion,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Enchilada Salsa 4oz,,1,1.5,0,1.5,
Online Menu,Steak / Carne,Carne Asada,Habanero 4oz,,1,1.5,0,1.5,
Online Menu,Steak / Carne,Carne Asada,Jalapenos,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Tortilla,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Guajillo 4oz,,1,1.5,0,1.5,
Online Menu,Steak / Carne,Carne Asada,Bell Peppers,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Flour Tortillas,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Salsa,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Pico,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Corn Tortillas,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Verde 4oz,,1,1.5,0,1.5,
Online Menu,Steak / Carne,Carne Asada,Medium,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Cilantro,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Salsa,,1,6,0,6,
Online Menu,Steak / Carne,Carne Asada,Lettuce,,1,0,0,0,
Online Menu,Steak / Carne,Carne Asada,Well Done / Bien Cocido,,1,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,,10.2,2,20.4,0,20.4,
Online Menu,Steak / Carne,Full Order Steak,No Tomatoes,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Green Bell Pepper,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Shrimp,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Hongos,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Red Bell Peppers,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Pico,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Tortilla,,1,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Salsa,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Lettuce,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Veggies,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Guacamole,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Chicken,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Cilantro,,1,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,Medium,,1,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Cheese,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,Well Done / Bien Cocido,,1,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Seasoning,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Jalapenos,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Beans,,1,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Chorizo,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Sour Cream,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,Flour Tortillas,,1,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Onion,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Avocado,,2,0,0,0,
Online Menu,Steak / Carne,Full Order Steak,No Salad,,2,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,,20.6,5,102.99,0,102.99,
Online Menu,Steak / Carne,Steak Mexicano,Medium,,5,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Salad,,1,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Red Bell Peppers,,2,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Shrimp,,1,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Onion,,2,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Chicken,,1,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Salsa,,1,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Cilantro,,2,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Hongos,,1,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Pico,,1,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,Queso On Top,,1,1.99,0,1.99,
Online Menu,Steak / Carne,Steak Mexicano,No Sour Cream,,2,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,Flour Tortillas,,5,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,Tortilla,,4,8,0,8,
Online Menu,Steak / Carne,Steak Mexicano,No Tomatoes,,1,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Green Bell Pepper,,2,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Chorizo,,1,0,0,0,
Online Menu,Steak / Carne,Steak Mexicano,No Veggies,,1,0,0,0,
Online Menu,Salads,,,13.05,7,91.35,0,91.35,
Online Menu,Salads,Taco Salad,,10.79,4,43.16,0,43.16,
Online Menu,Salads,Taco Salad,Cilantro,,1,0,0,0,
Online Menu,Salads,Taco Salad,Shredded Beef,,1,0,0,0,
Online Menu,Salads,Taco Salad,No Onion,,1,0,0,0,
Online Menu,Salads,Taco Salad,Salsa,,1,0,0,0,
Online Menu,Salads,Taco Salad,Pico,,1,0,0,0,
Online Menu,Salads,Taco Salad,Lettuce,,1,0,0,0,
Online Menu,Salads,Taco Salad,Guacamole,,1,0,0,0,
Online Menu,Salads,Taco Salad,Nacho Cheese,,1,0,0,0,
Online Menu,Salads,Taco Salad,Ground Beef,,2,0,0,0,
Online Menu,Salads,Taco Salad,Sour Cream,,1,0,0,0,
Online Menu,Salads,Taco Salad,Beans,,1,0,0,0,
Online Menu,Salads,Taco Salad,Rice,,1,0,0,0,
Online Menu,Salads,Taco Salad,Jalapenos,,1,0,0,0,
Online Menu,Salads,Taco Salad,Beans,,1,0,0,0,
Online Menu,Salads,Taco Salad,Tomatoes,,1,0,0,0,
Online Menu,Salads,Taco Salad,Tortilla,,1,0,0,0,
Online Menu,Salads,Leslie's Salad,,15.9,2,31.8,0,31.8,
Online Menu,Salads,Leslie's Salad,Shrimp,,2,0,0,0,
